"Name","Date","All cause","Covid-19 Deaths"
"Nottinghamshire",2020-05-08,3,0
"Oldham",2020-05-08,3,1
"Oxfordshire",2020-05-08,4,3
"Peterborough",2020-05-08,0,0
"Plymouth",2020-05-08,2,1
"Portsmouth",2020-05-08,2,2
"Reading",2020-05-08,0,0
"Redbridge",2020-05-08,0,0
"Redcar and Cleveland",2020-05-08,0,0
"Richmond upon Thames",2020-05-08,1,0
"Rochdale",2020-05-08,0,0
"Rotherham",2020-05-08,1,0
"Rutland",2020-05-08,0,
"Salford",2020-05-08,0,0
"Sandwell",2020-05-08,0,0
"Sefton",2020-05-08,4,1
"Sheffield",2020-05-08,4,3
"Shropshire",2020-05-08,5,2
"Slough",2020-05-08,0,0
"Solihull",2020-05-08,1,0
"Somerset",2020-05-08,2,1
"South Gloucestershire",2020-05-08,2,0
"South Tyneside",2020-05-08,0,0
"Southampton",2020-05-08,0,0
"Southend-on-Sea",2020-05-08,0,0
"Southwark",2020-05-08,0,0
"St. Helens",2020-05-08,2,2
"Staffordshire",2020-05-08,1,0
"Stockport",2020-05-08,0,0
"Stockton-on-Tees",2020-05-08,2,2
"Stoke-on-Trent",2020-05-08,1,0
"Suffolk",2020-05-08,3,0
"Sunderland",2020-05-08,1,1
"Surrey",2020-05-08,3,1
"Sutton",2020-05-08,0,0
"Swindon",2020-05-08,0,0
"Tameside",2020-05-08,0,0
"Telford and Wrekin",2020-05-08,0,0
"Thurrock",2020-05-08,0,0
"Torbay",2020-05-08,0,0
"Tower Hamlets",2020-05-08,1,1
"Trafford",2020-05-08,1,0
"Wakefield",2020-05-08,1,1
"Walsall",2020-05-08,0,0
"Waltham Forest",2020-05-08,0,0
"Wandsworth",2020-05-08,0,0
"Warrington",2020-05-08,3,3
"Warwickshire",2020-05-08,3,1
"West Berkshire",2020-05-08,1,1
"West Sussex",2020-05-08,7,1
"Westminster",2020-05-08,0,0
"Wigan",2020-05-08,3,2
"Wiltshire",2020-05-08,1,0
"Windsor and Maidenhead",2020-05-08,2,1
"Wirral",2020-05-08,0,0
"Wokingham",2020-05-08,1,1
"Wolverhampton",2020-05-08,0,0
"Worcestershire",2020-05-08,1,1
"York",2020-05-08,3,1
"Notes:",2020-05-08,,
"1. Data provided by Care Quality Commission",2020-05-08,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-05-08,,
"3. Figures are for persons who were resident in and died in a care home",2020-05-08,,
